Store,Location,Span,Rate,Time,Review,Application Name
Be Strong Co.,Mexico,3 months using the app,5,"December 13, 2023","Habíamos probado varias opciones, y probamos incluso con algunos de los mas grandes, pero en la captación de reseñas Reviews los supero y por mucho.
Recaudamos mas reseñas en un par de semanas que en un año con las otras apps, 100% recomendado, muy atentos y debido a que mi template no estaba bien adaptado a la version 2.0, se encargaron de la integración y todo fue muy rápido.",Revie
LeMaan Tienda de Ropa Artesanal,Mexico,5 months using the app,5,"February 14, 2024","muy practica herramienta para tu e-comerce, en cuanto se instalo a los minutos la gente empezó a compartir sus reseñas, tenia otra app que no me dio resultados, pero esta sin duda es practica y efectiva 
la recomiendo",Revie
VLSUR,Chile,About 2 months using the app,5,"June 4, 2024","Excelente aplicación, de verdad cumple al 100% y el servicio al cliente es muy bueno. 
Super recomendado :D",Revie
Creaciones Marypao,Mexico,About 1 year using the app,5,"February 22, 2024","Gran aplicación, nos funionó demasiado para empezar a obtener reseñas por Whats App , mil gracias Revie",Revie
pjfitwear,Colombia,8 months using the app,5,"February 7, 2024","Super útil , así le puedo hacer seguimiento a las ventas de la pagina , saber la opinión de mis compradores y además es una excelente herramienta en el proceso de decisión de compra de nuevos compradores",Revie
MOMPOSSINA SWIMWEAR,Colombia,12 months using the app,5,"March 6, 2024",Nos encanta esta App! No solo funciona excelente sino que tiene el mejor equipo de soporte.,Revie
Polle's Bakeshop,Colombia,7 months using the app,5,"January 23, 2024","que app tan increíble, el servicio al cliente es demasiado bueno, hoy la instalé, estaba teniendo problemas y me ayudaron a solucionarlos al instante !! una maravilla de app.",Revie
Dosojos,Colombia,6 days using the app,5,"April 17, 2024",Me encantó. Quedé sorprendida con la respuesta de reviews que tuve y muy bien hecha la APP,Revie
Art di Cacao,Mexico,10 months using the app,5,"January 31, 2024","Excelente app, estuve probando otras las cuales hacían llegar las encuestas por mail y la respuesta era muy baja. Con Revie cambia por completo todo, tienes mucho mayor respuesta y la atención al cliente es excelente !",Revie
NoLoBotes.com,Colombia,About 1 year using the app,5,"January 12, 2024","Ha sido importante para nosotros, en la confianza hacia los clientes tener la aplicación en nuestra tienda.
El servicio al cliente muy bueno",Revie
Aroma Cafetero,Colombia,2 months using the app,5,"March 7, 2024",Fácil para nuestros clientes y excelente servicio,Revie
Arca Electrónica,Colombia,4 months using the app,5,"May 17, 2024",Me parece excelente la aplicación y el equio de soporte también tiene muy buena atención!,Revie
Mucca,Chile,10 days using the app,5,"July 1, 2024","Funciona increíble, y el equipo detrás muy eficiente y con buena disposición",Revie
Blasus Colombia,Colombia,2 days using the app,5,"March 15, 2024","La aplicación es excelente, facilita mucho la comunicación con los clientes. El primer día recibimos mas de 300 reviews!!
Mejora la confianza en la página web y los clientes están felices de ser escuchados.
Además el servicio por el chat fue excelente, tuve un problema y lo solucionaron rapidísimo y además hicieron  más cosas para mejorar la página, me encantan las personas que dan mas del 100%
Super super recomendada!!",Revie
NÓTT NIGHTWEAR,Colombia,About 2 months using the app,5,"January 23, 2024","Muy buen servicio para resolver dudas, dispuestos a ayudar y a explicar siempre. Facil contacto con ellos!!",Revie
FridaPets,Mexico,28 days using the app,5,"February 25, 2024","Muy buena app! Con la versión sencilla 1 de cada 4 ha respondido hasta ahora, mucho más de lo que esperaba. 100% recomendado.",Revie
RegistraTuIMEI,Chile,About 1 month using the app,5,"April 16, 2024",Me encanta la facilidad de contacto con soporte y obviamente todas las buenas funciones propias de la APP. Saber cuantas ventas he podido hacer gracias a los comentarios es excelente!,Revie
Dark Horse Primal,Mexico,3 months using the app,5,"February 15, 2024","Me ha ayudado mucho a conseguir mas reseñas en mi tienda, ademas el servicio es muy bueno me ayudaron con la edicion de mi tienda.",Revie
Restless,Chile,About 7 hours using the app,5,"February 6, 2024","Maravillosa, llegaron comentarios mucho más rápidos qué la anterior app que tenía en uso y tienen un soporte muy amable que me ayudaron con algunas acciones para dejarla completamente activa. 
Muy muy recomendada",Revie
Otuti,Chile,About 7 hours using the app,5,"January 17, 2024","Muy buena, obtiene muchas más reviews que la otra aplicación que tenía!",Revie
CLARK,Colombia,About 1 year using the app,5,"January 15, 2024","Muy buena app! la recoemiendo, facil de usar y son muy amables los colaboradores",Revie
Brand Artp,Mexico,6 months using the app,5,"Edited May 16, 2024","Un poco tardado el tiempo de respuesta, sin embargo resolvieron todas mis dudas y brindaron muy buen apoyo!",Revie
Baleine Europa,Spain,9 minutes using the app,5,"March 13, 2024","Muy buena app. Merece la pena. Lo único es que para que los mensajes se puedan enviar desde el celular de empresa debes pagar el plan más alto, que es bastante respecto a los otros. Pero 5 estrellas",Revie
Abeja Reyna,Mexico,1 day using the app,5,"March 14, 2024","Excelente app, estábamos estancados con nuestra app anterior de reseñas por correo electrónico, no recibíamos más.
Con esta app, en un día recogió más de 100 reseñas en 2 días de los pedidos anteriores. 
El soporte es muy bueno, me ayudaron a que quedara al 100% configurada en mi tienda.",Revie
Blule,Colombia,About 3 hours using the app,5,"January 24, 2024",Es excelente!!! La verdad la respuesta de los clientes es muy alta. Sirve muchísimo para el social proof,Revie
Deligreen,Mexico,2 days using the app,5,"May 24, 2024",Excelente app pero sobre todo excelente soporte de atención al cliente. La recomiendo muchísimo,Revie
Loveganics,Mexico,10 months using the app,5,"January 25, 2024",muy buena y efectiva,Revie
Burbvus,Mexico,8 months using the app,5,"February 13, 2024",Funciona perfectamente! y la atencion es de primera calidad!,Revie
tutare,Mexico,Unknown,5,"May 27, 2024","It is an incredible app.   Collect 500% more reviews than an app via email.   Customer service is very fast and they are very friendly and resolve almost immediately.   I recommend it 1000%
Es un app increíble.  Recaba un 500% más reseñas que un app por email.  la atenión al cliente es rapidisima y son muy amables y resuelven casi inmediatamente.  la recomiendo 1000%",Revie
BOOMZAIR | EXPERTOS EN ANILLOS DE COMPROMISO,Chile,18 days using the app,5,"February 27, 2024","Excelente app y el equipo de soporte es lo mejor, en especial Juan, permitió hacer varios ajustes en la app según mis necesidades.  Los invito a instalar esta, va de maravillas.",Revie
All Right Chef Tool´s,Mexico,About 3 hours using the app,5,"February 9, 2024",excelente atención al cliente!  actualizaré que tal la aplicación.,Revie
manzatovital,Colombia,About 2 hours using the app,5,"January 26, 2024","Sencillo, super fácil de usar y el acompañamiento personalizado de parte del equipo de revie hace que todo sea genial, realmente una solución y un aumento de la credibilidad de la tienda al usar esta aplicación.",Revie
Oway Chile,Chile,About 23 hours using the app,5,"May 24, 2024","Buena aplicación, funciona correctamente y entrega información valiosa. Soporte eficiente y rápida por chat. Recomiendo 100%",Revie
Psk Joyas,Chile,29 days using the app,5,"January 17, 2024","muy amables! 
ayudan en todo lo necesario!",Revie
Dogs N Roll,Costa Rica,About 2 years using the app,5,"November 8, 2022","Great application! It's a huge differentiator to be able to collect customer reviews and comments directly from WhatsApp. Also, we receive quick and accurate support from Triciclo.",Revie
Mishimishi,Mexico,Almost 2 years using the app,5,"October 29, 2022",Excelente y sencillo. Desde el primer minuto que se envían las solicitudes de review a los clientes recibes feedback de ellos y calificaciones que puedes publicar en tu sitio. Recomendado.,Revie
Moala Beauty | Colombia,Colombia,Almost 2 years using the app,5,"October 19, 2022","Excelente aplicación! Muy fácil de utilizar y ayuda muchísimo al momento de pedir valoraciones! El equipo es genial, me ayudaron a instalarlo y cuando tuve un error me lo corrigieron rápidamente",Revie
Queca Designs,Mexico,Almost 2 years using the app,5,"March 22, 2023",La he estado probando un tiempo y me ha gustado porque es fácil para los clientes hacer su reseña. Además el soporte para instalar en mi tienda fue rápido.,Revie
Facet,Mexico,Over 1 year using the app,5,"February 23, 2023","Nos ha funcionado increíble versus la app que teníamos antes que recolectaba reviews solo por email, ya que es mucho más práctico y rápido dejar reviews. Incluso nuestros clientes nos han compartido fotos.
EL precio es bastante accesible y el soporte que he tenido por parte del equipo de desarrollo ha sido muy bueno. 100% recomendada",Revie
Boom Box Tienda Virtual,Colombia,Over 1 year using the app,5,"October 25, 2022","Es una app muy buena, muy fácil de empezar a usar, el servicio al cliente es inmediato y te dan recomendaciones. Casi que de inmediato se empiezan a recibir reseñas. Gracias!",Revie
Holic Nation,Mexico,Over 1 year using the app,5,"November 9, 2022","mucho mejor mandar los reviews por whatsapp, ya que responden más clientes. muy padre que además puedes controlar los reviews que publicas o no y se conecta con shopify 2.0",Revie
Tienda Pasquín,Chile,Over 1 year using the app,5,"October 24, 2023","Muy buena app y el soporte tiene excelente tiempo de respuesta, la recomiendo 100%",Revie
Sonnen,Mexico,Over 1 year using the app,5,"October 28, 2022",Increíble aplicación y asesoría por parte del equipo de Revie. Súper recomendado para poder generar más confianza a usuarios que visitan tu página de e-commerce.,Revie
Kaanas Colombia,Colombia,Over 1 year using the app,5,"March 8, 2023","Excelente App y sobretodo, el servicio al cliente muy bueno... realmente lo recomiendo. 
En especial, que logro hacerle un seguimiento al cliente de nuestros productos",Revie
Rack Shoes,Ecuador,Over 1 year using the app,5,"February 23, 2023",Una gran app para maximizar el número de reviews en tu tienda. En latinoamérica los clientes no revisan sus emails y esta app te ayuda a maximizar tus reviews contactando a tu cliente por sus canales preferidos.,Revie
Depormania,Argentina,Over 1 year using the app,5,"Edited January 16, 2023",Nos encantó! Muy fácil y efectiva. Al instante de instalarla recibimos las devoluciones de nuestros clientes.,Revie
Karü Chocolates,Colombia,Over 1 year using the app,5,"June 20, 2023","Me encanta esta app, siempre ha sido difícil para nosotros recoger las reseñas de nuestros clientes, pero desde que tenemos Revie muchas personas nos han dejados sus reviews. Es fácil de usar y el servicio al cliente es muy bueno.",Revie
Moonbow,Colombia,Over 1 year using the app,5,"November 2, 2022","Increible, mi tasa de reviews por compra inmediatamente subió cuando hice los envíos por WA. Anteriormente los enviábamos por correo pero casi nunca contestaban. Muy recomendada",Revie
Pulquepachita,Mexico,Over 1 year using the app,5,"March 31, 2023","Es muy útil el hecho de pedir reviews a través de Whatsapp, pienso que hay mayor porcentaje de apertura ya que para emailmkt a veces el usuario esta tan acostumbrado a recibir email que los pasan desapercibidos, en cambio en whatsapp al ser mensajes directos a su cuenta, los clientes lo puedes abrir sin mayor problema",Revie
KONIG CARDS,Mexico,Over 1 year using the app,5,"May 24, 2023","Excelente app, muy rapido comenze a recibir reviews y a un excelente precio.
Ademas un agente me resolvio mis dudas por el chat de la app. Muy recomendados",Revie
Pappos MX,Mexico,About 1 year using the app,5,"October 31, 2022","Excelente aplicación!! Para los clientes es más facil y práctico hacerlo por whatsapp y así nos comparten sus reviews inmediatamente. Anteriormente lo hacíamos por medio de correo, y muy pocos clientes se daban el tiempo de responder.",Revie
Blue Brand | Lentes para computadora,Mexico,About 1 year using the app,5,"January 13, 2023",Excelente app! Se actualiza de inmediato y empiezas a recibir reviews de tus clientes el mismo día. Sin duda la recomiendo para cualquier ecommerce,Revie
PERGAMINO Colombia,Colombia,About 1 year using the app,5,"August 15, 2023",Aplicación bien lograda con mucho potencial por desarrollar cosas buenas. Lo que le da más valor es el equipo de soporte que te responde increíblemente rápido y te ayudan con tus necesidades.,Revie
HELO UNIFORMES,Colombia,About 1 year using the app,5,"July 24, 2023","facil de usar, al ser por whatsapp los clientes responden mucho mas facíl, obtuvimos mas de 200 reseñas en 1 mes",Revie
aretina®,Mexico,About 1 year using the app,5,"Edited July 31, 2024","En nuestro caso, la tasa de obtención de reviews es más alta que por email y puedes ver los resultados a los pocos minutos de haberla instalado! Súper fácil de usar, nos está ayudando mucho esta app, la recomendamos!",Revie
CAPITÁN BARBAS® | Tienda Virtual,Colombia,About 1 year using the app,5,"February 22, 2023","Desde hace tiempo estaba buscando una app de reseñas para mis productos en la cual los clientes pudieran opinar, luego de probar varias di con Revie y debo contarles que esta es la mejor. Cuentas con un soporte inmejorable y un plan gratis con el cual te permiten probar la aplicación y verificar sus múltiples beneficios. ¡Usenla! se los recomiendo.",Revie
Got Grip Shop,Mexico,About 1 year using the app,5,"November 24, 2022","no te das cuenta y empiezas a ver review ya listas de tus clientes la app funciona muy bien. damos atención de review por otros medios y los clientes no lo hacen, pero por medio de whatsapp es mucho más fácil para ellos.",Revie
Tienda Capitanes,Mexico,About 1 year using the app,5,"May 18, 2023","Revie es una gran opción para ponernos en contacto con nuestros clientes buscando una calificación sin ser intrusivos. Hacer el Review dentro de WhatsApp es fácil y rápido. Por mucho te tardas 5min.
Su soporte técnico fue muy eficiente para solucionar un problema con el que me encontré.",Revie
Medical Shop Panamá,Panama,About 1 year using the app,5,"November 3, 2022","Excelente aplicación, la verdad es que en menos de 5 minutos ya tuvimos reviews de nuestros clientes y reacciones positivas. Estamos seguros que son un gran aliado para los negocios.",Revie
Suplementos Asuncion,Paraguay,About 1 year using the app,5,"February 28, 2023","Excelente aplicación, porque te permite tener el review del producto que enviaste a tu cliente. Le puedes configurar después de cuanto tiempo le debería llegar (al instante o después de los días que vos indiques). Los más práctico es que el cliente solo debe calificar por whatsapp, no tiene que ingresar a ningún link (cosa que normalmente nadie lo quiere hacer). Los reviews aceptas manualmente para que se publiquen en tu página, o también podes configurar que se realice aumáticamente a los comentarios que tengan 4 estrellas para arriba o 5 (te permite indicarle todas estas opciones). Por mi parte muy contecto con la aplicación, una de las mejores que encontré en Shopify Apps, recomiendo instalar y probar. Cuentan con un soporte excelente que te responde siempre.",Revie
Bukz,Colombia,About 1 year using the app,5,"April 1, 2023","Súper amigable y estética. Tiene varias funcionalidades y me trabaja muy bien. Solo tuve un problema porque no discrimina entre calificación de producto y de experiencia en página (el e-commerce es de libros y pues a muchas personas puede que no les guste el libro que compran, entonces califican mal) pero le hablé a soporte con el tema y me atendieron supremamente bien y me mencionan que están trabajando en el desarrollo de NPS. Súper buena experiencia.",Revie
Rubi Perfumeria,Mexico,About 1 year using the app,5,"April 25, 2023","Excelente soporte, estoy sorprendido de la impresionante respuesta de mis clientes y  la interfaz es muy atractiva, pero sobre todo práctica. Hemos dejado a un lado apps tradicionales de reviews por ésta nueva alternativa por whatsapp que tiene mayor conversión tanto en reviews con foto, video, audio y lo mejor de todo es que también genera conversiones para mayor ventas.",Revie
Casa Cultiva,Mexico,About 1 year using the app,5,"November 29, 2023","La cantidad de personas que deja su reseña incrementó muchísimo al empezar a utilizar esta app, ya que casi nadie ve sus correos. 
También los de soporte son súper buenos. Me apoyaron con importación y personalización de algunas cosas para que se viera mejor con el tema que tenemos.
Recomendado 100%",Revie
Deseovibrante,Chile,12 months using the app,5,"November 23, 2023","Excelente en todo sentido , los desarrolladores de la aplicación te ayudan en todo lo que necesiten. Si pudiera poner más de 5 estrellas si duda lo pondría",Revie
Bouzer,Chile,12 months using the app,5,"December 17, 2022","Si quieren excelencia en atención, rapidez, y soluciones, esto es lo que buscan. Te ayudan con las dudas y además si no puedes, lo gestionan ellos mismos. Te brindan la solución que necesitas en el momento y hora que lo requieres. Los recomiendo 100% e insisto la buena atención hoy en día se agradece.
La aplicación funciona perfecto y tiene buena tasa de respuesta por parte de los clientes lo cual ayuda a la web.",Revie
Mercado Vitamina,Chile,11 months using the app,5,"Edited July 23, 2024","Llevo usando meses la app y me parece excelente. Una forma muy rápida y eficaz de obtener reseñas. El support también me ha ayudado muchísimo.
Excelente!",Revie
Good Night Store,Mexico,11 months using the app,5,"March 15, 2023","Muy buena app, me gusta su fácil integración, la atención al cliente y las opciones en las que deja que los clientes dejen sus reviews",Revie
Sianttori,Colombia,11 months using the app,5,"January 10, 2023",Las reviews incrementan muchisimo porque para los clientes es mucho mejor responderlas a traves de Whatsapp,Revie
Monets Beauty Care,Colombia,11 months using the app,5,"August 23, 2023","La atencion al usuario es super buena y rapida, tenia muchas dudas de como publicar estos reviews en mi pagina web y que se vieran bien , me comunique por whatsapp y la respuesta super rapida. Muy buen servicio, me gusto tanto que hice la compra del plan pago!",Revie
freethemama,Chile,11 months using the app,5,"September 5, 2023","Amazing app - it was super easy to install, got plenty of reviews in the first few days, and when i had an issue with the app, the team was super responsive and friendly. Thank you!!",Revie
Prakticongelados,Mexico,11 months using the app,5,"October 10, 2022","Es una aplacación muy sencilla de utilizar y de mucho beneficio para el negocio o e-commerce permitiendo analizar los diferentes comentarios y opininiones acerca de la calidad de tus productos; lo cual actualmente es necesario, ya que las compras son mas selectivas y con mayor análisis por parte de los consumidores.",Revie
JJM - Ropa Deportiva,Colombia,10 months using the app,5,"July 10, 2023","Muy útil, muy práctica y con la tasa de respuesta más alta que hemos encontrado, me gustaria tener la opcion de tambien enviar correos si los clientes no responden por medio de whatsapp o para los que no dejan el número de teléfono. De resto excelente, la recomiendo con los ojos cerrados. Excelente servicio al cliente.",Revie
De Pueblo En Pueblo Store,Colombia,10 months using the app,5,"November 2, 2023","Me encanta esta app, gracias por tan efectiva solución y buen servicio al cliente",Revie
Chido Toys,Mexico,10 months using the app,5,"Edited May 29, 2024","es muy practica, fácil de usar y el servicio al cliente es excelente, rápido y eficiente",Revie
La Mimi,Mexico,9 months using the app,5,"October 24, 2022","EXCELENTE APP -- calificar con estrellas es muy útil además de funcional, y la ayuda personalizada para la instalación perfecta!! Sin duda la recomiendo =)",Revie
B-UNIC,Mexico,8 months using the app,5,"October 23, 2023","muy buena aplicación. buen servicio, práctica y efectiva.",Revie
Srta. Peel,Uruguay,8 months using the app,5,"January 25, 2023","Estamos encantadas con esta herramienta que nos conecta con las clietnas y nos ayuda a mejorar los proceso de ventas ademas de alentarnos con las reseñas. El trabajo con Revie ha sido rápido, claro y eficaz. Tiene un muy buen servicio de comunucación, cercano y resolutivo. 
Loreley",Revie
Sevet Company,Brazil,8 months using the app,5,"October 25, 2023",melhor app de avaliações,Revie
Mimercadoperu.pe | A la puerta de mi casa,Peru,8 months using the app,5,"February 21, 2023","La mejor experiencia de postventa, atencion 24x7, magnifico app que me ha elevado las ventas, super recomendado",Revie
MYHD DJ STORE ®,Chile,8 months using the app,5,"July 31, 2023","Si quieres conseguir muchos reviews, rapido y seguro..esta es la mejor opcion. Tienes control sobre lo que puedes aprobar o no. recolecta desde el plan de pago basico texto, fotos, video y audio. Puedes  crear una hoja dedicada para los revies, tanto en el home como en algun menu y logico en los productos. La asistencia es muy buena tanto por correo como whatsapp. Interface muy facil de utilizar.!!",Revie
Floristería Noemi Flowers,Panama,7 months using the app,5,"February 23, 2023","Recomiendo esta App ya que es lo máximo para analizar los comentarios y evaluar el grado de satisfacción de los clientes. Es una herramienta realmente muy buena, además el soporte en atención a clientes es muy bueno. Te atienden inmediatamente y resuelven tus consultas. 100% recomendado.",Revie
Julia beauty lab,Mexico,7 months using the app,5,"October 27, 2023","Antes tenía otra aplicación y la verdad nada que ver con esta, desde eficiencia hasta la atención inmediata y personalizada, estoy súper contenta con esta app de reviews ¡GRACIASSSS!",Revie
Naturalmente.store,Mexico,7 months using the app,5,"Edited May 24, 2023",Me han estado dando seguimiento y ayudando en todo lo que he necesitado. Sin duda los reviews me han ayudado a obtener más ventas.,Revie
Tienda CBD Mexico,Mexico,7 months using the app,5,"November 6, 2022","Excelente. Consegui reviews en minutos de haberla instalado. La version basica funciona perfecto, pero en mi tienda necesitamos mas volumen.",Revie
Tubbies,Mexico,7 months using the app,5,"May 17, 2023","Una app de reviews muy buena y fácil de configurar, el soporte muy eficiente y rápido. 
Muy recomendable.",Revie
DISHU,Mexico,7 months using the app,5,"December 21, 2022",muy eficiente! mejor que los correos con otras apps ya que la tasa de apertura es mas alta con whatsap!,Revie
marama,Mexico,7 months using the app,5,"August 22, 2023","Excelente app, nos ha ayudado muchisimo a obtener reviews por whatsapp, muy rapido y excelente servicio",Revie
Savvy,Colombia,7 months using the app,5,"March 17, 2023",El porcentaje de respuesta es mucho más alto que con otras apps de reviews. Los usuarios envían notas de voz y fotos muy fácilmente al ser a través de WhatsApp. En menos de 3 días tuvimos más de 2mil reviews. Se nota que van a seguir haciéndole mejoras continuamente. La recomiendo!,Revie
Antzara,Mexico,6 months using the app,5,"November 24, 2023","¡Excelente servicio, soporte claro y eficiente, me encanto !",Revie
hyheliquid,Chile,6 months using the app,5,"April 19, 2023",Excelente app. Solicite ayuda para la integración y fue una respuesta muy eficiente y rápida. Se encargaron de todo y más. Recomendada.,Revie
LAURA CANTU JEWELRY,Mexico,6 months using the app,5,"Edited May 18, 2023","Super facil de usar, para nosotros y para el cliente, esto hace que mas gente mande sus reviews.
El soporte es increiblemente bueno, super rapidos en contestar y muy abiertos a sugerencias.
100% recomendable!",Revie
DUDUK,Mexico,6 months using the app,5,"August 24, 2023","The engagement of the client is exceptional increasing in our website the number of reviews per month. In an other hand, the support team is very effective. Really recommend this app.",Revie
Fiory Colombia,Colombia,6 months using the app,5,"April 20, 2023","Es espectacular, nuestras reseñas aumentaron considerablemente y sabemos que están pensando nuestros clientes para identificar puntos de mejora. Hay qué tenerla!",Revie
Confortaid,Spain,5 months using the app,5,"July 20, 2023","una experiencia muy buena, llevo un día utilizándola y super contento.
el soporte de att super bueno y muy atento.",Revie
CompraPerfectaCol,Colombia,5 months using the app,5,"April 20, 2023",Me encanta la aplicación es fácil de manejar y fácil para los clientes y la atención en soporte es genial.,Revie
Veronia Natural,Mexico,5 months using the app,5,"November 7, 2022","Es muy práctica y es un motivador para que los clientes se animen a comprar los productos, la recomiendo ampliamente",Revie
Hey Mushu USA,United States,5 months using the app,5,"Edited March 22, 2023",Tener reviews es clave para mi tienda! y cuando necesite ayuda para publicar los comentarios el servicio por Whatsapp fue rapidisimo!! me encantó,Revie
Mi tienda,Ecuador,5 months using the app,5,"June 5, 2023","Un servicio espectacular , excelente atencion, muy amable y presto para ayudar en todo lo que necesites",Revie
Tienda_Freshin,Chile,5 months using the app,5,"Edited February 16, 2023","Además del excelente servicio técnico que brindan los desarrolladores por si tienes alguna duda, la aplicación es demasiado efectiva a comparación de muchas otras, la tasa de personas que te dejan reviews es excesivamente brutal comparada con otras...RECOMENDADA AL 100%",Revie
hogari,Chile,5 days using the app,5,"January 5, 2024","Buena aplicación, todo lo necesario y excelente soporte.",Revie
Hellow,Mexico,4 months using the app,5,"March 9, 2023","Como desarrollador y diseño web, estoy encargado del UX de la tienda de la empresa. Anteriormente tenias un plugin mas costoso y solo permitía mandar email a los usuarios solicitando reseñas, lo que estamos experimentado es que los usuarios aveces no tienen tiempo de revisar sus email, entonces con esta aplicación se vuelve mas accesible para los usuarios escribir sus reseñas directamente des de WhatsApp, hemos tenido mas reseñas exponencialmente. Hemos contratado el plan 200 con este plan podemos obtener imágenes, videos y audios de reseñas de los clientes. El conclusión estamos muy contentos con esta aplicación.",Revie
Ketrends,Guatemala,4 months using the app,5,"March 16, 2023","Me encanta como quedó, y mas me siento feliz por los comentarios recibidos de mis cliente, me encanta el trabajo que hacen con esta herramienta",Revie
Chill Picnic ®,Chile,4 months using the app,5,"February 21, 2023","Excelente servicio de JUAN SOTRES, muy amigable, dispuesto a ayudar y se nota que sabe mucho de la aplicación y de cómo serle útil a los clientes.",Revie
Prinsel,Mexico,4 months using the app,5,"June 21, 2023","Es una excelente opción, puedes recibir calificación, comentarios, incluso, vídeo o foto. El servicio de soporte es muy puntual para dudas, es my sencillo de usar y te ayuda a obtener información útil.
Lo que más nos gusto es que puedes saber que cliente  te está calificando y puedes dar un mejor seguimiento postventa.",Revie
donbolis,Chile,3 days using the app,5,"February 29, 2024",Muy buena,Revie
Big Pig Chile ®,Chile,4 months using the app,5,"February 16, 2023","Excelente, rápida y fácil de incorporar a la página. Fácil de customizar para que se adapte a la estética de la página. Es poco invasiva para el cliente. Tienen muy buen servicio post venta, el equipo es muy amable. Y funciona super bien!",Revie
Bolsas 100% mexicanas | Sundar,Mexico,4 months using the app,5,"Edited February 14, 2023","Muy buena aplicación, nos ha funcionado muy bien,  los clientes si toman en cuenta los opiniones de otros clientes a la hora de  comprar un producto.",Revie
ZEROTABUES,Chile,4 months using the app,5,"September 10, 2023",Muy recomendada el soporte técnico es rápido y eficiente en cuanto a solucionar detalles! Muy recomendada,Revie
MelikaBags,Colombia,3 months using the app,5,"October 10, 2023",Muy buena !,Revie
Fuly Kids,Colombia,3 months using the app,5,"July 25, 2023","Excelente app y excelente servicio al Cliente, recomendadísimo. Les ha ayudado a mis clientes a decidirse y comprar nuestros productos.",Revie
Halamama.com,Qatar,3 months using the app,5,"November 24, 2022",great app. got many reviews on the first day. and the customer support is excellent. Keep going guys.,Revie
Veló Boutique,Chile,3 months using the app,5,"July 28, 2023","Excelente app, tiene mucho potencial de mejora, y funciona muy bien, el soporte también funciona muy bien. Sigan así!!",Revie
NUTRIFASA,Mexico,3 months using the app,5,"September 26, 2023","Es muy practica y te permite seleccionar cuales reviews mostrar y cuales no, ademas si hay una opinion negativa puedes aprovechar para ponerte en contacto con el comprador y tratar de resolver el porque de su calificacion negativa.",Revie
Confetti.mix,Mexico,3 months using the app,5,"October 19, 2022","Lo acabo de instalar y hasta los momentos me parece increíble, es fácil de manejar, muy versátil, esta genial!",Revie
CAN & CAT ACCESORIOS,Colombia,3 months using the app,5,"July 17, 2023","Excelente aplicación, cumple con todo lo necesario y tiene un excelente servicio al cliente, recomiendo descargar",Revie
Wunderskins,Costa Rica,3 months using the app,5,"April 13, 2023","Muy buen servicio al cliente (Rapido y personalizado); todavia queda probar mas el app, pero todo se ve bien por el momento.",Revie
Rusens Cosmética Natural,Mexico,2 months using the app,5,"January 12, 2023",Me encantó! Desde que lo instalé empezaron a llegar nuevos reviews y sin duda han incrementado más rápido. Lo recomiendo ampliamente.,Revie
Napoleone Joyas,Colombia,2 months using the app,5,"April 18, 2023","Excelente App, funciona muy bien para nosotros, soporte rápido y eficiente, escuchan todas tus sugerencias y las ponen en marcha. Es genial! Gran trabajo, muchas gracias!",Revie
Fradostore,Ecuador,2 months using the app,5,"September 14, 2023","La atención fue rapida y satisfactoria, muy buen soporte tecnico",Revie
JDC LUXURY STORE,Colombia,2 months using the app,5,"February 22, 2023","Es una app que me ha permitido conocer el punto de vista del cliente despues de la compra, permite ser transparentes con los compradores y mejorar las fallas que puedan existir en la tienda, las funciones y precios son acordes con lo que necesitamos en la tienda, el equipo de soporte es muy asertivo frente a mis inquietudes y estan atentos para solucionar cualquier inconveniente, recomiendo full esta app.",Revie
ANA ISABEL UNIFORMES,Mexico,About 2 months using the app,5,"February 10, 2023","Todo excelente, muy rápida la atención y el apoyo por whatsapp para darle solución a agregar en Home los reviews y en los productos. Muy recomendada.",Revie
Noir Perfumeria,Colombia,About 1 hour using the app,5,"May 23, 2024",Muy buena y facil de usar,Revie
PatioHome,Lebanon,About 2 months using the app,5,"July 19, 2023",great app. auto reviews coming in. customers use whatsapp and what this app does is directly contact them,Revie
Goia,Chile,About 2 months using the app,5,"Edited February 13, 2023",El soporte se pasó!!! Me ayudaron a configurar todo tal y como a mi me gusta.... súper rápidos y muy buena disponibilidad. Ahora a probar la aplicación y ver cómo lo reciben los clientes :),Revie
Habibi,Colombia,About 2 months using the app,5,"June 22, 2023",Es muy facil de usar y los clientes realmente se animan a dejar reviews. La recomiendo para darle validacion a tu negocio y animar a la gente a comprar,Revie
Cooldrop.co,Colombia,About 2 months using the app,5,"November 17, 2023","It works really great, easy for clients to use and customer service is amazing.
When I had doubts about how to install it they took it of it super fast.",Revie
Fullzapas.es,Spain,About 2 months using the app,5,"January 15, 2023","Buena app, me encanta muchísimo, en este caso llegan todas las reseñas a los clientes. Además tienen una atención brutal por whatsapp y encima están abiertos a recibir recomendaciones y mejoras. Los trabajadores de la app son magníficos y si quieres tener muchas reseñas en tu web para que los clientes se fíen mas de tu tienda. ES IDEAL",Revie
Chiqui Mundo,Mexico,About 2 months using the app,5,"Edited December 20, 2022","La app funciona increíble, resultados muy muy rápidos y el servicio de atención perfecto. ¡Súper recomendable! Vale cada peso invertido para generar confianza a tus clientes.",Revie
Teasana mx,Mexico,About 1 month using the app,5,"November 8, 2022","Increíble app, nos ha ayudado mucho a generar más ventas y que sea más fácil para los clientes hacer el review a través de Whatapp.",Revie
