Store,Location,Span,Rate,Time,Review,Application Name
Pulquepachita,Mexico,Over 1 year using the app,5,"March 31, 2023","Es muy útil el hecho de pedir reviews a través de Whatsapp, pienso que hay mayor porcentaje de apertura ya que para emailmkt a veces el usuario esta tan acostumbrado a recibir email que los pasan desapercibidos, en cambio en whatsapp al ser mensajes directos a su cuenta, los clientes lo puedes abrir sin mayor problema",Revie Reviews
KONIG CARDS,Mexico,Over 1 year using the app,5,"May 24, 2023","Excelente app, muy rapido comenze a recibir reviews y a un excelente precio.
Ademas un agente me resolvio mis dudas por el chat de la app. Muy recomendados",Revie Reviews
Pappos MX,Mexico,About 1 year using the app,5,"October 31, 2022","Excelente aplicación!! Para los clientes es más facil y práctico hacerlo por whatsapp y así nos comparten sus reviews inmediatamente. Anteriormente lo hacíamos por medio de correo, y muy pocos clientes se daban el tiempo de responder.",Revie Reviews
Blue Brand | Lentes para computadora,Mexico,About 1 year using the app,5,"January 13, 2023",Excelente app! Se actualiza de inmediato y empiezas a recibir reviews de tus clientes el mismo día. Sin duda la recomiendo para cualquier ecommerce,Revie Reviews
PERGAMINO Colombia,Colombia,About 1 year using the app,5,"August 15, 2023",Aplicación bien lograda con mucho potencial por desarrollar cosas buenas. Lo que le da más valor es el equipo de soporte que te responde increíblemente rápido y te ayudan con tus necesidades.,Revie Reviews
HELO UNIFORMES,Colombia,About 1 year using the app,5,"July 24, 2023","facil de usar, al ser por whatsapp los clientes responden mucho mas facíl, obtuvimos mas de 200 reseñas en 1 mes",Revie Reviews
aretina®,Mexico,About 1 year using the app,5,"Edited July 31, 2024","En nuestro caso, la tasa de obtención de reviews es más alta que por email y puedes ver los resultados a los pocos minutos de haberla instalado! Súper fácil de usar, nos está ayudando mucho esta app, la recomendamos!",Revie Reviews
CAPITÁN BARBAS® | Tienda Virtual,Colombia,About 1 year using the app,5,"February 22, 2023","Desde hace tiempo estaba buscando una app de reseñas para mis productos en la cual los clientes pudieran opinar, luego de probar varias di con Revie y debo contarles que esta es la mejor. Cuentas con un soporte inmejorable y un plan gratis con el cual te permiten probar la aplicación y verificar sus múltiples beneficios. ¡Usenla! se los recomiendo.",Revie Reviews
Got Grip Shop,Mexico,About 1 year using the app,5,"November 24, 2022","no te das cuenta y empiezas a ver review ya listas de tus clientes la app funciona muy bien. damos atención de review por otros medios y los clientes no lo hacen, pero por medio de whatsapp es mucho más fácil para ellos.",Revie Reviews
Tienda Capitanes,Mexico,About 1 year using the app,5,"May 18, 2023","Revie es una gran opción para ponernos en contacto con nuestros clientes buscando una calificación sin ser intrusivos. Hacer el Review dentro de WhatsApp es fácil y rápido. Por mucho te tardas 5min.
Su soporte técnico fue muy eficiente para solucionar un problema con el que me encontré.",Revie Reviews
Medical Shop Panamá,Panama,About 1 year using the app,5,"November 3, 2022","Excelente aplicación, la verdad es que en menos de 5 minutos ya tuvimos reviews de nuestros clientes y reacciones positivas. Estamos seguros que son un gran aliado para los negocios.",Revie Reviews
Suplementos Asuncion,Paraguay,About 1 year using the app,5,"February 28, 2023","Excelente aplicación, porque te permite tener el review del producto que enviaste a tu cliente. Le puedes configurar después de cuanto tiempo le debería llegar (al instante o después de los días que vos indiques). Los más práctico es que el cliente solo debe calificar por whatsapp, no tiene que ingresar a ningún link (cosa que normalmente nadie lo quiere hacer). Los reviews aceptas manualmente para que se publiquen en tu página, o también podes configurar que se realice aumáticamente a los comentarios que tengan 4 estrellas para arriba o 5 (te permite indicarle todas estas opciones). Por mi parte muy contecto con la aplicación, una de las mejores que encontré en Shopify Apps, recomiendo instalar y probar. Cuentan con un soporte excelente que te responde siempre.",Revie Reviews
Bukz,Colombia,About 1 year using the app,5,"April 1, 2023","Súper amigable y estética. Tiene varias funcionalidades y me trabaja muy bien. Solo tuve un problema porque no discrimina entre calificación de producto y de experiencia en página (el e-commerce es de libros y pues a muchas personas puede que no les guste el libro que compran, entonces califican mal) pero le hablé a soporte con el tema y me atendieron supremamente bien y me mencionan que están trabajando en el desarrollo de NPS. Súper buena experiencia.",Revie Reviews
Rubi Perfumeria,Mexico,About 1 year using the app,5,"April 25, 2023","Excelente soporte, estoy sorprendido de la impresionante respuesta de mis clientes y  la interfaz es muy atractiva, pero sobre todo práctica. Hemos dejado a un lado apps tradicionales de reviews por ésta nueva alternativa por whatsapp que tiene mayor conversión tanto en reviews con foto, video, audio y lo mejor de todo es que también genera conversiones para mayor ventas.",Revie Reviews
Casa Cultiva,Mexico,About 1 year using the app,5,"November 29, 2023","La cantidad de personas que deja su reseña incrementó muchísimo al empezar a utilizar esta app, ya que casi nadie ve sus correos. 
También los de soporte son súper buenos. Me apoyaron con importación y personalización de algunas cosas para que se viera mejor con el tema que tenemos.
Recomendado 100%",Revie Reviews
Deseovibrante,Chile,12 months using the app,5,"November 23, 2023","Excelente en todo sentido , los desarrolladores de la aplicación te ayudan en todo lo que necesiten. Si pudiera poner más de 5 estrellas si duda lo pondría",Revie Reviews
Bouzer,Chile,12 months using the app,5,"December 17, 2022","Si quieren excelencia en atención, rapidez, y soluciones, esto es lo que buscan. Te ayudan con las dudas y además si no puedes, lo gestionan ellos mismos. Te brindan la solución que necesitas en el momento y hora que lo requieres. Los recomiendo 100% e insisto la buena atención hoy en día se agradece.
La aplicación funciona perfecto y tiene buena tasa de respuesta por parte de los clientes lo cual ayuda a la web.",Revie Reviews
Mercado Vitamina,Chile,11 months using the app,5,"Edited July 23, 2024","Llevo usando meses la app y me parece excelente. Una forma muy rápida y eficaz de obtener reseñas. El support también me ha ayudado muchísimo.
Excelente!",Revie Reviews
Good Night Store,Mexico,11 months using the app,5,"March 15, 2023","Muy buena app, me gusta su fácil integración, la atención al cliente y las opciones en las que deja que los clientes dejen sus reviews",Revie Reviews
Sianttori,Colombia,11 months using the app,5,"January 10, 2023",Las reviews incrementan muchisimo porque para los clientes es mucho mejor responderlas a traves de Whatsapp,Revie Reviews
Monets Beauty Care,Colombia,11 months using the app,5,"August 23, 2023","La atencion al usuario es super buena y rapida, tenia muchas dudas de como publicar estos reviews en mi pagina web y que se vieran bien , me comunique por whatsapp y la respuesta super rapida. Muy buen servicio, me gusto tanto que hice la compra del plan pago!",Revie Reviews
freethemama,Chile,11 months using the app,5,"September 5, 2023","Amazing app - it was super easy to install, got plenty of reviews in the first few days, and when i had an issue with the app, the team was super responsive and friendly. Thank you!!",Revie Reviews
Prakticongelados,Mexico,11 months using the app,5,"October 10, 2022","Es una aplacación muy sencilla de utilizar y de mucho beneficio para el negocio o e-commerce permitiendo analizar los diferentes comentarios y opininiones acerca de la calidad de tus productos; lo cual actualmente es necesario, ya que las compras son mas selectivas y con mayor análisis por parte de los consumidores.",Revie Reviews
JJM - Ropa Deportiva,Colombia,10 months using the app,5,"July 10, 2023","Muy útil, muy práctica y con la tasa de respuesta más alta que hemos encontrado, me gustaria tener la opcion de tambien enviar correos si los clientes no responden por medio de whatsapp o para los que no dejan el número de teléfono. De resto excelente, la recomiendo con los ojos cerrados. Excelente servicio al cliente.",Revie Reviews
De Pueblo En Pueblo Store,Colombia,10 months using the app,5,"November 2, 2023","Me encanta esta app, gracias por tan efectiva solución y buen servicio al cliente",Revie Reviews
Chido Toys,Mexico,10 months using the app,5,"Edited May 29, 2024","es muy practica, fácil de usar y el servicio al cliente es excelente, rápido y eficiente",Revie Reviews
La Mimi,Mexico,9 months using the app,5,"October 24, 2022","EXCELENTE APP -- calificar con estrellas es muy útil además de funcional, y la ayuda personalizada para la instalación perfecta!! Sin duda la recomiendo =)",Revie Reviews
B-UNIC,Mexico,8 months using the app,5,"October 23, 2023","muy buena aplicación. buen servicio, práctica y efectiva.",Revie Reviews
Srta. Peel,Uruguay,8 months using the app,5,"January 25, 2023","Estamos encantadas con esta herramienta que nos conecta con las clietnas y nos ayuda a mejorar los proceso de ventas ademas de alentarnos con las reseñas. El trabajo con Revie ha sido rápido, claro y eficaz. Tiene un muy buen servicio de comunucación, cercano y resolutivo. 
Loreley",Revie Reviews
Sevet Company,Brazil,8 months using the app,5,"October 25, 2023",melhor app de avaliações,Revie Reviews
Mimercadoperu.pe | A la puerta de mi casa,Peru,8 months using the app,5,"February 21, 2023","La mejor experiencia de postventa, atencion 24x7, magnifico app que me ha elevado las ventas, super recomendado",Revie Reviews
MYHD DJ STORE ®,Chile,8 months using the app,5,"July 31, 2023","Si quieres conseguir muchos reviews, rapido y seguro..esta es la mejor opcion. Tienes control sobre lo que puedes aprobar o no. recolecta desde el plan de pago basico texto, fotos, video y audio. Puedes  crear una hoja dedicada para los revies, tanto en el home como en algun menu y logico en los productos. La asistencia es muy buena tanto por correo como whatsapp. Interface muy facil de utilizar.!!",Revie Reviews
Floristería Noemi Flowers,Panama,7 months using the app,5,"February 23, 2023","Recomiendo esta App ya que es lo máximo para analizar los comentarios y evaluar el grado de satisfacción de los clientes. Es una herramienta realmente muy buena, además el soporte en atención a clientes es muy bueno. Te atienden inmediatamente y resuelven tus consultas. 100% recomendado.",Revie Reviews
Julia beauty lab,Mexico,7 months using the app,5,"October 27, 2023","Antes tenía otra aplicación y la verdad nada que ver con esta, desde eficiencia hasta la atención inmediata y personalizada, estoy súper contenta con esta app de reviews ¡GRACIASSSS!",Revie Reviews
Naturalmente.store,Mexico,7 months using the app,5,"Edited May 24, 2023",Me han estado dando seguimiento y ayudando en todo lo que he necesitado. Sin duda los reviews me han ayudado a obtener más ventas.,Revie Reviews
Tienda CBD Mexico,Mexico,7 months using the app,5,"November 6, 2022","Excelente. Consegui reviews en minutos de haberla instalado. La version basica funciona perfecto, pero en mi tienda necesitamos mas volumen.",Revie Reviews
Tubbies,Mexico,7 months using the app,5,"May 17, 2023","Una app de reviews muy buena y fácil de configurar, el soporte muy eficiente y rápido. 
Muy recomendable.",Revie Reviews
DISHU,Mexico,7 months using the app,5,"December 21, 2022",muy eficiente! mejor que los correos con otras apps ya que la tasa de apertura es mas alta con whatsap!,Revie Reviews
marama,Mexico,7 months using the app,5,"August 22, 2023","Excelente app, nos ha ayudado muchisimo a obtener reviews por whatsapp, muy rapido y excelente servicio",Revie Reviews
Savvy,Colombia,7 months using the app,5,"March 17, 2023",El porcentaje de respuesta es mucho más alto que con otras apps de reviews. Los usuarios envían notas de voz y fotos muy fácilmente al ser a través de WhatsApp. En menos de 3 días tuvimos más de 2mil reviews. Se nota que van a seguir haciéndole mejoras continuamente. La recomiendo!,Revie Reviews
Antzara,Mexico,6 months using the app,5,"November 24, 2023","¡Excelente servicio, soporte claro y eficiente, me encanto !",Revie Reviews
hyheliquid,Chile,6 months using the app,5,"April 19, 2023",Excelente app. Solicite ayuda para la integración y fue una respuesta muy eficiente y rápida. Se encargaron de todo y más. Recomendada.,Revie Reviews
LAURA CANTU JEWELRY,Mexico,6 months using the app,5,"Edited May 18, 2023","Super facil de usar, para nosotros y para el cliente, esto hace que mas gente mande sus reviews.
El soporte es increiblemente bueno, super rapidos en contestar y muy abiertos a sugerencias.
100% recomendable!",Revie Reviews
DUDUK,Mexico,6 months using the app,5,"August 24, 2023","The engagement of the client is exceptional increasing in our website the number of reviews per month. In an other hand, the support team is very effective. Really recommend this app.",Revie Reviews
Fiory Colombia,Colombia,6 months using the app,5,"April 20, 2023","Es espectacular, nuestras reseñas aumentaron considerablemente y sabemos que están pensando nuestros clientes para identificar puntos de mejora. Hay qué tenerla!",Revie Reviews
Confortaid,Spain,5 months using the app,5,"July 20, 2023","una experiencia muy buena, llevo un día utilizándola y super contento.
el soporte de att super bueno y muy atento.",Revie Reviews
CompraPerfectaCol,Colombia,5 months using the app,5,"April 20, 2023",Me encanta la aplicación es fácil de manejar y fácil para los clientes y la atención en soporte es genial.,Revie Reviews
Veronia Natural,Mexico,5 months using the app,5,"November 7, 2022","Es muy práctica y es un motivador para que los clientes se animen a comprar los productos, la recomiendo ampliamente",Revie Reviews
Hey Mushu USA,United States,5 months using the app,5,"Edited March 22, 2023",Tener reviews es clave para mi tienda! y cuando necesite ayuda para publicar los comentarios el servicio por Whatsapp fue rapidisimo!! me encantó,Revie Reviews
Mi tienda,Ecuador,5 months using the app,5,"June 5, 2023","Un servicio espectacular , excelente atencion, muy amable y presto para ayudar en todo lo que necesites",Revie Reviews
Tienda_Freshin,Chile,5 months using the app,5,"Edited February 16, 2023","Además del excelente servicio técnico que brindan los desarrolladores por si tienes alguna duda, la aplicación es demasiado efectiva a comparación de muchas otras, la tasa de personas que te dejan reviews es excesivamente brutal comparada con otras...RECOMENDADA AL 100%",Revie Reviews
hogari,Chile,5 days using the app,5,"January 5, 2024","Buena aplicación, todo lo necesario y excelente soporte.",Revie Reviews
Hellow,Mexico,4 months using the app,5,"March 9, 2023","Como desarrollador y diseño web, estoy encargado del UX de la tienda de la empresa. Anteriormente tenias un plugin mas costoso y solo permitía mandar email a los usuarios solicitando reseñas, lo que estamos experimentado es que los usuarios aveces no tienen tiempo de revisar sus email, entonces con esta aplicación se vuelve mas accesible para los usuarios escribir sus reseñas directamente des de WhatsApp, hemos tenido mas reseñas exponencialmente. Hemos contratado el plan 200 con este plan podemos obtener imágenes, videos y audios de reseñas de los clientes. El conclusión estamos muy contentos con esta aplicación.",Revie Reviews
Ketrends,Guatemala,4 months using the app,5,"March 16, 2023","Me encanta como quedó, y mas me siento feliz por los comentarios recibidos de mis cliente, me encanta el trabajo que hacen con esta herramienta",Revie Reviews
Chill Picnic ®,Chile,4 months using the app,5,"February 21, 2023","Excelente servicio de JUAN SOTRES, muy amigable, dispuesto a ayudar y se nota que sabe mucho de la aplicación y de cómo serle útil a los clientes.",Revie Reviews
Prinsel,Mexico,4 months using the app,5,"June 21, 2023","Es una excelente opción, puedes recibir calificación, comentarios, incluso, vídeo o foto. El servicio de soporte es muy puntual para dudas, es my sencillo de usar y te ayuda a obtener información útil.
Lo que más nos gusto es que puedes saber que cliente  te está calificando y puedes dar un mejor seguimiento postventa.",Revie Reviews
donbolis,Chile,3 days using the app,5,"February 29, 2024",Muy buena,Revie Reviews
Big Pig Chile ®,Chile,4 months using the app,5,"February 16, 2023","Excelente, rápida y fácil de incorporar a la página. Fácil de customizar para que se adapte a la estética de la página. Es poco invasiva para el cliente. Tienen muy buen servicio post venta, el equipo es muy amable. Y funciona super bien!",Revie Reviews
Bolsas 100% mexicanas | Sundar,Mexico,4 months using the app,5,"Edited February 14, 2023","Muy buena aplicación, nos ha funcionado muy bien,  los clientes si toman en cuenta los opiniones de otros clientes a la hora de  comprar un producto.",Revie Reviews
ZEROTABUES,Chile,4 months using the app,5,"September 10, 2023",Muy recomendada el soporte técnico es rápido y eficiente en cuanto a solucionar detalles! Muy recomendada,Revie Reviews
MelikaBags,Colombia,3 months using the app,5,"October 10, 2023",Muy buena !,Revie Reviews
Fuly Kids,Colombia,3 months using the app,5,"July 25, 2023","Excelente app y excelente servicio al Cliente, recomendadísimo. Les ha ayudado a mis clientes a decidirse y comprar nuestros productos.",Revie Reviews
Halamama.com,Qatar,3 months using the app,5,"November 24, 2022",great app. got many reviews on the first day. and the customer support is excellent. Keep going guys.,Revie Reviews
Veló Boutique,Chile,3 months using the app,5,"July 28, 2023","Excelente app, tiene mucho potencial de mejora, y funciona muy bien, el soporte también funciona muy bien. Sigan así!!",Revie Reviews
NUTRIFASA,Mexico,3 months using the app,5,"September 26, 2023","Es muy practica y te permite seleccionar cuales reviews mostrar y cuales no, ademas si hay una opinion negativa puedes aprovechar para ponerte en contacto con el comprador y tratar de resolver el porque de su calificacion negativa.",Revie Reviews
Confetti.mix,Mexico,3 months using the app,5,"October 19, 2022","Lo acabo de instalar y hasta los momentos me parece increíble, es fácil de manejar, muy versátil, esta genial!",Revie Reviews
CAN & CAT ACCESORIOS,Colombia,3 months using the app,5,"July 17, 2023","Excelente aplicación, cumple con todo lo necesario y tiene un excelente servicio al cliente, recomiendo descargar",Revie Reviews
Wunderskins,Costa Rica,3 months using the app,5,"April 13, 2023","Muy buen servicio al cliente (Rapido y personalizado); todavia queda probar mas el app, pero todo se ve bien por el momento.",Revie Reviews
Rusens Cosmética Natural,Mexico,2 months using the app,5,"January 12, 2023",Me encantó! Desde que lo instalé empezaron a llegar nuevos reviews y sin duda han incrementado más rápido. Lo recomiendo ampliamente.,Revie Reviews
Napoleone Joyas,Colombia,2 months using the app,5,"April 18, 2023","Excelente App, funciona muy bien para nosotros, soporte rápido y eficiente, escuchan todas tus sugerencias y las ponen en marcha. Es genial! Gran trabajo, muchas gracias!",Revie Reviews
Fradostore,Ecuador,2 months using the app,5,"September 14, 2023","La atención fue rapida y satisfactoria, muy buen soporte tecnico",Revie Reviews
JDC LUXURY STORE,Colombia,2 months using the app,5,"February 22, 2023","Es una app que me ha permitido conocer el punto de vista del cliente despues de la compra, permite ser transparentes con los compradores y mejorar las fallas que puedan existir en la tienda, las funciones y precios son acordes con lo que necesitamos en la tienda, el equipo de soporte es muy asertivo frente a mis inquietudes y estan atentos para solucionar cualquier inconveniente, recomiendo full esta app.",Revie Reviews
ANA ISABEL UNIFORMES,Mexico,About 2 months using the app,5,"February 10, 2023","Todo excelente, muy rápida la atención y el apoyo por whatsapp para darle solución a agregar en Home los reviews y en los productos. Muy recomendada.",Revie Reviews
Noir Perfumeria,Colombia,About 1 hour using the app,5,"May 23, 2024",Muy buena y facil de usar,Revie Reviews
PatioHome,Lebanon,About 2 months using the app,5,"July 19, 2023",great app. auto reviews coming in. customers use whatsapp and what this app does is directly contact them,Revie Reviews
Goia,Chile,About 2 months using the app,5,"Edited February 13, 2023",El soporte se pasó!!! Me ayudaron a configurar todo tal y como a mi me gusta.... súper rápidos y muy buena disponibilidad. Ahora a probar la aplicación y ver cómo lo reciben los clientes :),Revie Reviews
Habibi,Colombia,About 2 months using the app,5,"June 22, 2023",Es muy facil de usar y los clientes realmente se animan a dejar reviews. La recomiendo para darle validacion a tu negocio y animar a la gente a comprar,Revie Reviews
Cooldrop.co,Colombia,About 2 months using the app,5,"November 17, 2023","It works really great, easy for clients to use and customer service is amazing.
When I had doubts about how to install it they took it of it super fast.",Revie Reviews
Fullzapas.es,Spain,About 2 months using the app,5,"January 15, 2023","Buena app, me encanta muchísimo, en este caso llegan todas las reseñas a los clientes. Además tienen una atención brutal por whatsapp y encima están abiertos a recibir recomendaciones y mejoras. Los trabajadores de la app son magníficos y si quieres tener muchas reseñas en tu web para que los clientes se fíen mas de tu tienda. ES IDEAL",Revie Reviews
Chiqui Mundo,Mexico,About 2 months using the app,5,"Edited December 20, 2022","La app funciona increíble, resultados muy muy rápidos y el servicio de atención perfecto. ¡Súper recomendable! Vale cada peso invertido para generar confianza a tus clientes.",Revie Reviews
Teasana mx,Mexico,About 1 month using the app,5,"November 8, 2022","Increíble app, nos ha ayudado mucho a generar más ventas y que sea más fácil para los clientes hacer el review a través de Whatapp.",Revie Reviews
FrescoMid,Mexico,About 1 month using the app,5,"December 15, 2022","Excelente app, fácil de usar, muy útil. Antes solicitaba mis reviews por correo electrónico y el porcentaje de clientes que me respondía era muy bajo en comparación con lo que convierte Revie por WhatsApp. La atención al cliente muy buena y rápida, la recomiendo ampliamente.",Revie Reviews
Neiguan - Todo Para Acupuntura,Mexico,About 1 month using the app,5,"December 29, 2022","Es una app INCREÍBLE, me encanta su funcionalidad, da un valor agregado a la tienda y además, los clientes se fidelizan con la marca. Sinceramente el precio es bastante razonable para todo lo que ofrece, sin duda deben instalarla. 
El servicio al cliente post-venta es fantástico, en todo momento te apoyan para instalar de forma correcta en tu e-commerce. 
Es un 100 de 100.",Revie Reviews
Dreamy,Chile,About 1 month using the app,5,"August 22, 2023","Obtuvimos más reseñas que pedirlas por correo, además la atención ha sido muy buena! Nos ayudaron con personalizaciones y demás!",Revie Reviews
ALTO SUNGLASSES,Mexico,About 1 month using the app,5,"October 16, 2023",Buenísima atención en WhatsApp y una App muy recomendada.,Revie Reviews
VGAMERS,Chile,About 1 month using the app,5,"December 21, 2022","Excelente app, cumple exactamente con lo que promete y su servicio de atención es muy bueno, despejan cualquier duda relacionada a la app.
Recomendada 100%",Revie Reviews
FOLKARTCL,Chile,About 1 month using the app,5,"August 25, 2023","Buenísima, me ayudaron a instalarla y es demasiado efectiva! Los clientes dejan muchos más reviews por whatsapp. Es genial!",Revie Reviews
chakchakart.com,Mexico,28 days using the app,5,"March 28, 2023","muy buena experiencia y atencion al cliente, me ha ayudado mucho en mi tienda en linea, lo recomiendo mucho",Revie Reviews
Pomelo FB,Mexico,28 days using the app,5,"October 12, 2022","Extraordinaria!! Ayudo a incrementar las ventas de nuestro sitio, ya que las personas se basan en las reseñas para finalizar una compra. Antes de tener el app nos costaba mucho trabajo recibir reseñas y desde que instalamos el app hemos incrementado más del doble!! Estamos felices!!",Revie Reviews
Mercado de Vinos,Mexico,28 days using the app,5,"October 18, 2022","Desde que instalamos la App, hemos recibido muchos más reviews que antes, la respuesta de los clientes es alta y contestan más fácil. La recomiendo 100%",Revie Reviews
Olga Prieto,Spain,27 days using the app,5,"January 17, 2023",Super fácil de usar y el soporte de lo mejor me apoyar con la instalación sin ninguna problema. La recomiendo muchísimo y todo el sistema de notificación hacia. los clientes es super claro y intuitivo permite a los clientes tener una referencia. También super bien por qué termine enviar solicitud de review a tus clientes pasados y al ser tan fácil y por whatsapp la respuestas es mayor.,Revie Reviews
Multiplag | Tienda Productos Anti Plagas,Spain,26 days using the app,5,"March 22, 2023","Sin duda la mejor app para reseñas, crear confianza y mejorar conversión de mi e-commerce. La he instalado y probado en 2 e-commerce y genial.
Atención y implementación de los widgets muy rápida y agradable!",Revie Reviews
CDP México,Mexico,26 days using the app,5,"June 28, 2023","Excelente aplicación 100% mexicana, apoyemos el talento Mexa y consumamos nuestros productos e ideas, un abrazo.",Revie Reviews
Melted,Colombia,26 days using the app,5,"October 4, 2023",Excelente!!! Aumenta mucho cantidad de reviews que se reciben en comparación con una app de correos,Revie Reviews
Tropika,Chile,24 days using the app,5,"May 24, 2023","Excelente app, de todas maneras le gana a loox, obtiene mejores resultados por el flujo que tiene, gran app",Revie Reviews
ludaa.mx,Mexico,23 days using the app,5,"December 23, 2022","Me encanto, es super fácil de usar y las reviews fueron super fáciles de obtener por medio de whats app. 
Además, el equipo de soporte es muy bueno y rápido 
graaxx.",Revie Reviews
Frøens,Chile,23 days using the app,5,"August 10, 2023","Antes de instalar la aplicación tenia muchas dudas y a través de Whatsapp me respondieron todo y ayudaron a instalarla. 
El soporte es realmente bueno y la aplicación mejor aún. 
He probado muchas apps para conseguir reviews y está es la mejor lejos. La recomiendo 100%",Revie Reviews
BEECHEII,Mexico,21 days using the app,5,"February 15, 2023","Muy muy útil. Justo lo que necesitaba y lo que estaba buscando. Excelente servicio de asistencia. Muchas ventajas tener esta app. Mi equipo y yo estamos muy contentos con los resultados!! Plus, que sus creadores son excelentes programadores!! ️ RECOMENDAMOS AMPLIAMENTE - Equipo de beecheii.com",Revie Reviews
Sneakergame.mx®,Mexico,20 days using the app,5,"November 7, 2022","Excelente aplicación, muy intuitiva y sencilla de instalar, lo mejor es que el porcentaje de reviews y muy alto comparado con el clásico correo electrónico.",Revie Reviews
KdesignMTY,Mexico,Over 1 year using the app,3,"March 11, 2023","Buena app pero no intenten comunicarse con el servicio cliente porque me contestaron la primera vez ( para pedir calificacion justo despues ), y desde entonces escribi dos veces más hace como 2 meses ( una vez en enero y una vez en febrero ) y nunca tuve ninguna tipo de respuesta",Revie Reviews
batstoretgz,Mexico,15 days using the app,5,"December 6, 2022","Hasta ahorita me gusta, me parece una app fácil de usar y se ve muy bien en mi página. Gracias totales.",Revie Reviews
Kukara Games,Mexico,15 days using the app,5,"December 6, 2022","Es increíble la diferencia de reviews que se recibe por WhatsApp en lugar de por correo. Excelente aplicación, excelente soporte al cliente, muy buen servicio muchas felicidades! 100% recomendable",Revie Reviews
EURO TE,Mexico,15 days using the app,5,"October 7, 2022","Excelente aplicación para eCommerce, super dinámica como el comercio que tenemos en la actualidad, muy recomendadle para toda tienda.",Revie Reviews
Celestial Íntima,Colombia,15 days using the app,5,"March 21, 2023","Buena aplicación, fácil de usar  y muy persuasiva para los clientes nos ha permitido hacer reseñas en tiempo récord con los clientes de forma  muy fácil recomendando totalmente. El servicio al cliente me ayudo con algo en mi tienda muy rápido.",Revie Reviews
La Cueva del yogui,Mexico,14 days using the app,5,"December 14, 2022","Muy útil tener reseñas confiables para los clientes, y que puedas elegir cuáles publicar, como dueño de la tienda. Muy recomendable.",Revie Reviews
Gleam Box,Mexico,13 days using the app,5,"November 7, 2022",Utilice la aplicación para pedir reviews a mis clientas y en cuestiones de minutos logre recolectar 40 reviews. Excelente aplicación y el servicio que me dieron por whatsapp para hacer la instalación también fue muy rápido y completo!,Revie Reviews
INNATA,Mexico,13 days using the app,5,"October 19, 2022","Muy buena App, hemos visto muy buenos resultados en poco tiempo, mucho mejor que otras apps de reviews!, muy recomendada!",Revie Reviews
Tres Deseos UY,Uruguay,13 days using the app,5,"January 25, 2023","Espectacular esta app, esta bárbara. La super recomiendo. Tuve un problema y muy rápido me lo solucionaron por whatss app.",Revie Reviews
Genes Brand,Peru,13 days using the app,5,"November 16, 2022","Muy buena app para conseguir reviews. El asesoramiento y ayuda son personalizados por parte de Revie, y es una manera fácil de escribir reseñas para nuestros clientes.",Revie Reviews
Dispropan Caribe Ltda,Colombia,12 days using the app,5,"November 9, 2022","Me encantó, excelente aplicación, cumplió con todas mis expectativas, definitivamente la recomiendo.",Revie Reviews
cosmeticanelineaecuador,Ecuador,11 days using the app,5,"March 24, 2023","Espectacular, trabaja súper bien! Y recoger reviews para la pagina nunca había sido tan sencillo. Saludos del Equipo de Cósmetica en Linea",Revie Reviews
naolady,Mexico,11 days using the app,5,"October 25, 2023","En verdad es una aplicación ¡EXCELENTE! el que sea por medio de whats app anima mucho a los clientes a dejar una reseña, tenía otra instalada y no es tan maravillosa como Revie!!! lo que me encanta son sus widgets, la instalación es súper sencilla, es más hasta pude poner una página de ""reseñas"" donde se muestran todas las reseñas en el menú principal, otra cosa que me encanta es el carrusel de reviews lo puedes instalar donde sea!!!, estoy más que encantada y la atención de soporte es lo mejor, la recomiendo ampliamente!!!!",Revie Reviews
Gshop Pty,Panama,11 days using the app,5,"November 8, 2022","Excelente app, full recomendada. Desde que la instalamos hemos podido recopilar reviews de nuestros productos de una forma muy fácil.",Revie Reviews
eltallerdemaria,Spain,9 days using the app,5,"September 22, 2023","La app es muy ágil para los clientes, que por el momento ¡están respondiendo muy bien! 
Por otra parte, la integración de la app con nuestra tienda (versión 1.0) ha sido tan sencilla como solicitar ayuda por whatsapp y el equipo de Revie se ha encargado de hacerla via colaborador, en unos minutos. ¡Genial!",Revie Reviews
Pinsk&Pinsk,Argentina,9 days using the app,5,"Edited May 19, 2023","Estoy muy conforme con la APP. Tuve que pedir ayuda al soporte para que pudieran configurarla en mi template y me ayudaron super rápido.
Además de que la visualización en el front de la tienda me parece muy bueno y creo que ayudará a generar mayor confianza en mis clientes con las experiencia de otros!. Gracias!!",Revie Reviews
Gran Cuervo Joyería,Mexico,8 days using the app,5,"September 6, 2023",Muy buena app. Tenía mis reviews en otra plataforma y al cambiarme a Shopify el equipo de ayudó a poder importar todos mis reviews. Muy fácil de utilizar y con muchas funcionalidades.,Revie Reviews
Orgánica y Saludable México,Mexico,7 days using the app,5,"October 18, 2022",Baje la aplicación para que me ayudara con el tema de los reviews y me esta encantando! Super fácil de usar! LA ame!,Revie Reviews
Plant Squad,Mexico,7 days using the app,5,"May 11, 2023","Muy buena app, sencilla de instalar y excelente atención a cliente, resuelven todas las dudas rápido",Revie Reviews
La Carniceria Virtual,Mexico,7 days using the app,5,"October 18, 2022","Aplicación bastante útil, amigable con el usuario, fácil de usar, muy orgánico todos los comentarios.
Muy recomendable!!!",Revie Reviews
